ID,mushroom_id,cap-shape,cap-surface,cap-color,bruises,number_of_bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
157,206,bell,smooth,white,bruises,20,almond,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses,e
158,208,bell,scaly,white,bruises,23,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses,e
159,209,bell,scaly,white,bruises,7,almond,gills free from stalk,close,broad,white,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,grasses,e
160,210,convex,smooth,yellow,bruises,1,almond,gills free from stalk,close,broad,white,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
161,212,convex,fibrous,yellow,bruises,20,almond,gills free from stalk,crowded,narrow,brown,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,e
162,213,convex,fibrous,gray,no,0,None,gills free from stalk,close,narrow,brown,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,urban,e
163,214,flat,scaly,yellow,bruises,13,almond,gills free from stalk,close,broad,brown,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,grasses,e
164,216,convex,smooth,yellow,bruises,3,almond,gills free from stalk,close,broad,gray,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
165,217,convex,scaly,yellow,bruises,7,almond,gills free from stalk,close,broad,black,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
166,218,convex,scaly,white,bruises,6,anise,gills free from stalk,close,broad,white,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,e
167,219,sunken,fibrous,gray,no,0,None,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban,e
168,221,convex,smooth,white,bruises,9,pungent,gills free from stalk,close,narrow,black,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,p
169,222,convex,scaly,yellow,bruises,5,almond,gills free from stalk,close,broad,brown,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,grasses,e
170,223,flat,fibrous,white,bruises,1,almond,gills free from stalk,crowded,narrow,pink,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,e
171,225,bell,scaly,white,bruises,10,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
172,226,convex,smooth,white,bruises,12,almond,gills free from stalk,close,broad,gray,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses,e
173,227,convex,smooth,yellow,bruises,24,almond,gills free from stalk,close,broad,gray,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,e
174,228,convex,scaly,brown,bruises,15,pungent,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,p
175,229,bell,smooth,yellow,bruises,22,almond,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses,e
176,230,convex,fibrous,gray,no,0,None,gills free from stalk,close,narrow,brown,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,urban,e
177,231,convex,scaly,white,bruises,24,pungent,gills free from stalk,close,narrow,black,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban,p
178,232,convex,scaly,yellow,bruises,9,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,paths,e
179,233,flat,fibrous,brown,no,0,None,gills free from stalk,close,narrow,black,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,e
180,234,bell,smooth,white,bruises,20,anise,gills free from stalk,close,broad,black,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses,e
181,235,convex,fibrous,white,bruises,17,anise,gills free from stalk,crowded,narrow,white,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,e
182,236,convex,scaly,white,bruises,17,anise,gills free from stalk,close,broad,white,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
183,237,bell,scaly,yellow,bruises,20,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,e
184,238,convex,scaly,yellow,bruises,12,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,black,scattered,grasses,e
185,239,flat,scaly,yellow,bruises,7,almond,gills free from stalk,close,broad,pink,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,black,scattered,paths,e
186,240,flat,scaly,yellow,bruises,2,almond,gills free from stalk,close,broad,white,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,paths,e
187,241,convex,smooth,white,bruises,3,anise,gills free from stalk,close,broad,white,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
188,243,convex,smooth,white,bruises,5,pungent,gills free from stalk,close,narrow,brown,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,p
189,244,flat,fibrous,white,bruises,17,almond,gills free from stalk,crowded,narrow,pink,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods,e
190,245,convex,smooth,white,bruises,24,anise,gills free from stalk,close,broad,white,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,e
191,246,convex,smooth,white,bruises,17,anise,gills free from stalk,crowded,narrow,pink,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods,e
192,248,flat,scaly,yellow,bruises,2,anise,gills free from stalk,close,broad,white,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,paths,e
193,249,convex,smooth,brown,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
194,250,flat,scaly,yellow,bruises,2,almond,gills free from stalk,close,broad,white,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,grasses,e
195,251,convex,smooth,brown,bruises,22,pungent,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,p
196,252,sunken,fibrous,brown,no,0,None,gills free from stalk,close,narrow,gray,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban,e
197,254,bell,smooth,white,bruises,5,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,e
198,256,flat,fibrous,brown,no,0,None,gills free from stalk,close,narrow,black,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban,e
199,258,bell,scaly,white,bruises,19,anise,gills free from stalk,close,broad,gray,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,grasses,e
200,260,flat,scaly,brown,bruises,21,anise,gills free from stalk,close,broad,white,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,grasses,e
201,261,convex,scaly,white,bruises,12,pungent,gills free from stalk,close,narrow,black,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,grasses,p
202,262,convex,smooth,white,bruises,6,almond,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses,e
203,264,flat,fibrous,white,bruises,4,anise,gills free from stalk,crowded,narrow,white,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods,e
204,265,flat,fibrous,gray,no,0,None,gills free from stalk,close,narrow,gray,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,e
205,266,flat,smooth,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
206,269,flat,scaly,brown,bruises,24,pungent,gills free from stalk,close,narrow,white,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban,p
207,271,flat,smooth,brown,bruises,6,pungent,gills free from stalk,close,narrow,white,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,p
208,272,convex,scaly,white,bruises,24,anise,gills free from stalk,close,broad,black,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,e
209,274,flat,scaly,yellow,bruises,20,almond,gills free from stalk,close,broad,brown,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,paths,e
210,275,convex,scaly,brown,bruises,2,almond,gills free from stalk,close,broad,white,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,paths,e
211,276,flat,scaly,brown,bruises,6,almond,gills free from stalk,close,broad,white,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,grasses,e
212,278,flat,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
213,280,convex,scaly,white,bruises,16,pungent,gills free from stalk,close,narrow,white,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,p
214,282,sunken,fibrous,brown,no,0,None,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban,e
215,285,flat,scaly,brown,bruises,6,almond,gills free from stalk,close,broad,brown,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,black,scattered,grasses,e
216,287,bell,scaly,white,bruises,3,almond,gills free from stalk,close,broad,gray,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
217,288,convex,scaly,brown,bruises,20,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,paths,e
218,289,flat,fibrous,gray,no,0,None,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,urban,e
219,290,convex,fibrous,gray,no,0,None,gills free from stalk,close,narrow,gray,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,urban,e
220,291,bell,scaly,yellow,bruises,4,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
221,293,bell,scaly,white,bruises,3,anise,gills free from stalk,close,broad,black,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,e
222,297,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,e
223,298,flat,smooth,yellow,bruises,20,almond,gills free from stalk,crowded,narrow,pink,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,e
224,299,convex,scaly,white,bruises,9,pungent,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,p
225,300,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
226,301,bell,scaly,white,bruises,1,almond,gills free from stalk,close,broad,white,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
227,302,convex,smooth,yellow,bruises,8,anise,gills free from stalk,crowded,narrow,white,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,e
228,303,bell,scaly,white,bruises,7,almond,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
229,304,convex,scaly,white,bruises,18,anise,gills free from stalk,close,broad,gray,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
230,305,convex,fibrous,brown,bruises,8,None,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods,e
231,308,flat,scaly,brown,bruises,18,almond,gills free from stalk,close,broad,pink,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,grasses,e
232,309,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
233,310,convex,smooth,yellow,bruises,23,anise,gills free from stalk,close,broad,white,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
234,311,convex,scaly,white,bruises,10,pungent,gills free from stalk,close,narrow,brown,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,grasses,p
235,312,convex,scaly,yellow,bruises,3,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
236,313,convex,fibrous,white,bruises,7,almond,gills free from stalk,crowded,narrow,pink,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,e
237,314,bell,smooth,yellow,bruises,16,almond,gills free from stalk,close,broad,gray,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses,e
